REGION;N°CIRC;CIRCONSCRIPTION;NB BV;INSCRITS;VOTANTS;BULLETINS NULS;BULLETINS BLANCS;GRP. POL.;NOM CAND;SCORE;%;RESULTAT;Annee
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;INDEPENDANT;MAHAN DETOH TIA ARMAND;772;4,54%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;RHDP;DION REMI;5 634;33,15%;ELU;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;INDEPENDANT;GOGBEU MAMADOU;455;2,68%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;GP-PAIX;BONTA GOUE FERNAND;191;1,12%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;MIRDEP;GUE LIAN VICTOR;179;1,05%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;INDEPENDANT;MOMINE YAOUE ALEXIS;154;0,91%;;2025
TONKPI;196;FAGNAMPLEU, GBANGBEGOUINE-YATI, PODIAGOUINE, SANDOUGOU-SOBA, SANGOUINE ET ZAGOUE, COMMUNES ET SOUS-PREFECTURES, MAN, SOUS-PREFECTURE;;;;;;FPI;SIA ANDRE;3 909;23,00%;;2025
TONKPI;197;MAN, COMMUNE;172;64 408;22399;446;128;INDEPENDANT;ENSEMBLE POUR MAN;8 117;36,97%;;2025
TONKPI;197;MAN, COMMUNE;;;;;;INDEPENDANT;TOUS POUR LE CHANGEMENT;326;1,48%;;2025
TONKPI;197;MAN, COMMUNE;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE;13 382;60,96%;ELU;2025
TONKPI;198;BANNEU, TEAPLEU, YELLEU ET ZOUAN-HOUNIEN, COMMUNES ET SOUS-PREFECTURES;160;48 980;13295;318;164;RHDP;MABRI TOIKEUSSE ALBERT ABDALLAH;11 051;85,16%;ELU;2025
TONKPI;198;BANNEU, TEAPLEU, YELLEU ET ZOUAN-HOUNIEN, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;WONDIE KEBA DANIEL;575;4,43%;;2025
TONKPI;198;BANNEU, TEAPLEU, YELLEU ET ZOUAN-HOUNIEN, COMMUNES ET SOUS-PREFECTURES;;;;;;CODE;GOUANDAI MAHAN BARTHELEMY;154;1,19%;;2025
TONKPI;198;BANNEU, TEAPLEU, YELLEU ET ZOUAN-HOUNIEN, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;PEHE TOUHOUEGBEU KEVIN;1 033;7,96%;;2025
TONKPI;199;BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS- PREFECTURES;59;15 441;7970;507;80;RHDP;KOKOUSSEU TOMIN ALEXIS;1 819;24,37%;ELU;2025
TONKPI;199;BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GUEI DANIN MAGLOIRE;1 618;21,68%;;2025
TONKPI;199;BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GONGBE DOUO MACAIRE;1 509;20,22%;;2025
TONKPI;199;BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DIKO YAKEUSSEU HERBERT;1 102;14,77%;;2025
TONKPI;199;BIN-HOUYE ET GOULALEU, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;DIGONLA KEULEGBE IRENE;1 335;17,89%;;2025
WORODOUGOU;200;DJIBROSSO, FADIADOUGOU ET MORONDO, COMMUNES ET SOUS-PREFECTURES;66;20 380;13373;90;208;INDEPENDANT;DOUMBIA YACOUBOU AHMED;2 605;19,61%;;2025
WORODOUGOU;200;DJIBROSSO, FADIADOUGOU ET MORONDO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;KONE ABOUBACAR SIDIKI;10 470;78,82%;ELU;2025
WORODOUGOU;201;KANI, COMMUNE ET SOUS-PREFECTURE;41;13 143;7621;143;115;INDEPENDANT;YACOUBA MEITE;202;2,70%;;2025
WORODOUGOU;201;KANI, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;MEITE YAYA;4 329;57,89%;ELU;2025
WORODOUGOU;201;KANI, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;MEITE BEN ABDOULAYE;2 530;33,83%;;2025
WORODOUGOU;201;KANI, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;LADJI MEITE;302;4,04%;;2025
WORODOUGOU;202;BOBI-DIARABANA, COMMUNE ET SOUS-PREFECTURE, SEGUELA, SOUS-PREFECTURE;60;16 811;9578;69;114;RHDP;DIOMANDE MAMADOU;6 519;68,56%;ELU;2025
WORODOUGOU;202;BOBI-DIARABANA, COMMUNE ET SOUS-PREFECTURE, SEGUELA, SOUS-PREFECTURE;;;;;;INDEPENDANT;FOFANA VATIECOUMBA;2 567;27,00%;;2025
WORODOUGOU;202;BOBI-DIARABANA, COMMUNE ET SOUS-PREFECTURE, SEGUELA, SOUS-PREFECTURE;;;;;;INDEPENDANT;FOFANA LOSSENI;309;3,25%;;2025
WORODOUGOU;203;SEGUELA, COMMUNE;55;20 148;7201;80;171;INDEPENDANT;SOUMAHORO ADAMA;357;5,01%;;2025
WORODOUGOU;203;SEGUELA, COMMUNE;;;;;;INDEPENDANT;MOUSTAPHA FALL;1 214;17,05%;;2025
WORODOUGOU;203;SEGUELA, COMMUNE;;;;;;RHDP;TIMITE SAHINDOU;3 038;42,66%;ELU;2025
WORODOUGOU;203;SEGUELA, COMMUNE;;;;;;INDEPENDANT;KEITA LASSINA;123;1,73%;;2025
WORODOUGOU;203;SEGUELA, COMMUNE;;;;;;INDEPENDANT;FOFANA GAOUSSOU;2 023;28,41%;;2025
WORODOUGOU;203;SEGUELA, COMMUNE;;;;;;PDCI-RDA;ALI BAKAYOKO;195;2,74%;;2025
WORODOUGOU;204;DUALLA ET MASSALA, COMMUNES ET SOUS- PREFECTURES;48;12 876;6668;100;73;INDEPENDANT;DOSSO ABOUBACAR SIDIKY;3225;49,10%;ELU;2025
WORODOUGOU;204;DUALLA ET MASSALA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;COULIBALY METOBA;97;1,48%;;2025
WORODOUGOU;204;DUALLA ET MASSALA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;DOSSO MAMADOU;3 120;47,50%;;2025
WORODOUGOU;204;DUALLA ET MASSALA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KONE NEDJON;8;0,12%;;2025
WORODOUGOU;204;DUALLA ET MASSALA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SOUMAHORO MOUSSA OUMAR;45;0,69%;;2025
WORODOUGOU;205;KAMALO, SIFIE ET WOROFLA, COMMUNES ET SOUS- PREFECTURES;74;19 878;12803;131;164;RHDP;MEITE ABOULAYE;11 233;88,64%;ELU;2025
WORODOUGOU;205;KAMALO, SIFIE ET WOROFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KONE LOSSENI;46;0,36%;;2025
WORODOUGOU;205;KAMALO, SIFIE ET WOROFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TRAORE SEKOU;646;5,10%;;2025
WORODOUGOU;205;KAMALO, SIFIE ET WOROFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;RDP;FOFANA SIAKA;175;1,38%;;2025
WORODOUGOU;205;KAMALO, SIFIE ET WOROFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;TRAORE MATAGALY KARIDJA;408;3,22%;;2025
