REGION;N°CIRC;CIRCONSCRIPTION;NB BV;INSCRITS;VOTANTS;BULLETINS NULS;BULLETINS BLANCS;GRP. POL.;NOM CAND;SCORE;%;RESULTAT;Annee
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;82;20 818;6995;167;59;INDEPENDANT;KEITA ABDOULAYE;849;12,43%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;CNDCI;KONAN BLE OSWALD ANATOLE N'KONIAN;477;6,99%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUAKOU KOUADIO PATRICE;284;4,16%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUAKOU MESMER BECANTY;1 026;15,03%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUADIO ATOBE JACOB ANDERSON;388;5,68%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;YAO AFFOUE MARINA;236;3,46%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUASSI BI KOUASSI GUILLAUME;135;1,98%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;BEMA COULIBALY;2 402;35,18%;ELU;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;CAHIE KAKOU GUY JOEL;17;0,25%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOFFI AHOU MICHELE DEBORAH KOUADIO;64;0,94%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;OUADI NDRI LOU YALOU RACHELLE;353;5,17%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TOUVOLI BI KOUADIO MARTIAL;54;0,79%;;2025
MARAHOUE;136;BAZRE ET KONONFLA, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;GAULLY SAHOUA ANTOINE SYLVAIN PEPIN;484;7,09%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;147;48 502;14650;350;106;INDEPENDANT;MA BI MONOUIN STEPHANE DE-DEN;1 023;7,15%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;SATI LOU GOLENAN MADELEINE EPSE TOUVOLI;7 447;52,08%;ELU;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SEYBOU DIARRA;154;1,08%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOFFI YAO APPOLINAIRE;173;1,21%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BOTTY BI NEDRO SERGE;2 913;20,37%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KONE NGOLO LASSINA KONE;123;0,86%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;YEO SOULEYMANE OUATTARA;313;2,19%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUYATE SANAKRO;741;5,18%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;GP-PAIX;SERY BI BOLY EMMANUEL;95;0,66%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;CODE;BOTTY KOMON ALEXIS;97;0,68%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;TCHEL-BI LAHORE GHISLAIN;910;6,36%;;2025
MARAHOUE;137;KOUETINFLA ET SINFRA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GOORE BI GNAMIEN WILLY TAUNIN;205;1,43%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;69;22 447;6845;119;94;UDP;GBAMENIN BI TRA;1 209;17,98%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DJE BI GOHAI AUDRIC-LANDRY;1 055;15,69%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DJE EPSE TIE BI LOU TRA;214;3,18%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;ZAMBLE NAYA NAOMI JARVIS;3 037;45,15%;ELU;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;YOUAN BI TRAZIE BERTRAND ATHANASE;761;11,31%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;IRIE BI ZOU FULBERT;13;0,19%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;DJE BI SAMEDI BERNARD ZEHOUA;138;2,05%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;MGC;IRIE BI IRIE AMBROISE;67;1,00%;;2025
MARAHOUE;138;GOHITAFLA, IRIEFLA, MAMINIGUI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DIDI BI TRA SYLVAIN;138;2,05%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;88;23 114;7950;251;162;INDEPENDANT;SEHI BI KOUE ALPHONSE;2 210;28,71%;ELU;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;RHDP;DJO BI MIZAN HONORE DES AMIS;1 720;22,34%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;INDEPENDANT;ZA BI ZAN MARCEL PAGNOL;322;4,18%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;INDEPENDANT;VAMI BI NENE JOSEPH;1 841;23,91%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;INDEPENDANT;YOUAN BI TRA JEAN-CLAUDE;878;11,40%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;ADCI;ZOHOU BI NENON HONORE;223;2,90%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;INDEPENDANT;IRIE BI ZORO SAMUEL;178;2,31%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;CODE;TRA BI CA PAUL;51;0,66%;;2025
MARAHOUE;139;KANZRA, VOUEBOUFLA, ZANZRA, COMMUNES ET SOUS- PREFECTURES, ZUENOULA, SOUS-PREFECTURE;;;;;;INDEPENDANT;SIKA BI BOLOU BERENGER;114;1,48%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;48;18 540;5342;126;53;INDEPENDANT;DJE-BI-DJE OLIVIER VAMY;1 462;28,03%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;INDEPENDANT;BOUE BI IRIE MARCELIN;73;1,40%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;CODE;KAHOU BI KALOU ROMEO;4;0,08%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;INDEPENDANT;TAH BI TIE EVARISTE;9;0,17%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;RHDP;SOULEYMANE KONE;1 891;36,25%;ELU;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;INDEPENDANT;KARAMOKO GAHOUSSOU;284;5,44%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;INDEPENDANT;DIALLO HABIB PEGAHTIEN;766;14,69%;;2025
MARAHOUE;140;ZUENOULA, COMMUNE;;;;;;INDEPENDANT;TOURE KALPI GISELLE;674;12,92%;;2025
MORONOU;154;ARRAH, KOTOBI ET KREGBE, COMMUNES ET SOUS- PREFECTURES;95;34 560;14012;424;122;INDEPENDANT;BEKOIN EHORODOU JORIS BENJAMIN;244;1,80%;;2025
MORONOU;154;ARRAH, KOTOBI ET KREGBE, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;N'GUESSAN AHONDJOU;9 625;70,83%;ELU;2025
MORONOU;154;ARRAH, KOTOBI ET KREGBE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUADIO KOUAKOU JULIEN;178;1,31%;;2025
MORONOU;154;ARRAH, KOTOBI ET KREGBE, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;KWABENA KOUASSI STEPHANE;3 419;25,16%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;68;24 670;7232;246;54;INDEPENDANT;AKA BONI MARC;1 152;16,49%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;INDEPENDANT;HAMIAN OI HAMIAN ETIENNE;76;1,09%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;INDEPENDANT;KOUAME NGUADAH GEORGES;177;2,53%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;RHDP;ASSOUGBA JACOB AMOIN;2 933;41,98%;ELU;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;INDEPENDANT;ETTIEN AKA JEAN-CHARLES;51;0,73%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;INDEPENDANT;AKESSE TEHIA EMILIENNE;72;1,03%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;ADCI;EHUI ASSOUO BENOIT;30;0,43%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;INDEPENDANT;GOLI TINAN ESTELLE AURELIE;624;8,93%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;FPI;KASSI PASCAL TANO;965;13,81%;;2025
MORONOU;157;BONGOUANOU, COMMUNE;;;;;;PDCI-RDA;KABLAN ANZIAN ANDRE;852;12,20%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;92;34 019;10414;439;110;INDEPENDANT;KOUAME MESMIN KOMOE;2 214;22,20%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;EHOUSSOU MELISSA SOMA FLORA;472;4,73%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;ETILE ABOH FREDERIC;63;0,63%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;TEHOUA KISSI THEOPHILE;100;1,00%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;RHDP;FETE ANE BENJAMIN;2 218;22,24%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;AMOA EBY ANICET;824;8,26%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;KOUA CHARLES-PHILIPPS KINIMO;327;3,28%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;ADCI;BOSSON BROU KOWOUSSA EVARISTE;249;2,50%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;FPI;DIBY KOKORA BOADY BERNARD;3 093;31,01%;ELU;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;AHONON ROMEO RAOUL ANE;60;0,60%;;2025
MORONOU;158;ANDE, ASSIE-KOUMASSI ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES ET BONGOUANOU SOUS- PREFECTURE;;;;;;INDEPENDANT;KASSI KOUAME JEAN-BAPTISTE;245;2,46%;;2025
MORONOU;161;ANOUMABA ET TIEMELEKRO, COMMUNES ET SOUS- PREFECTURES;65;19 083;8372;317;80;RHDP;KOUAKOU DAPA YAO KOSSONOU MARCELLIN;2 862;35,53%;;2025
MORONOU;161;ANOUMABA ET TIEMELEKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;AKA NZI SEVERIN;121;1,50%;;2025
MORONOU;161;ANOUMABA ET TIEMELEKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;FPI;KOUAME KONGO GREGOIRE;1 265;15,70%;;2025
MORONOU;161;ANOUMABA ET TIEMELEKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;NIAMIAN N'GUESSAN RAOUL THIBAUT;732;9,09%;;2025
MORONOU;161;ANOUMABA ET TIEMELEKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;AKA DESQUITH AMBROISE;2 995;37,18%;ELU;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;83;27 427;9770;446;59;INDEPENDANT;KANGA KACOU ANTOINE;3 346;35,89%;ELU;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;UDCY;KOUADIO DOUCA MARCELLIN;67;0,72%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;NIAMIAN KOKOLO JEAN-PIERRE;2 604;27,93%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;COULIBALY ABIBA EPSE COULIBALY;56;0,60%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;MOREAU KABLAN BILE CHARLES ARMEL;223;2,39%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;KOUAME DJA ESSAN FRANCOIS;361;3,87%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUAME TIEMELE;72;0,77%;;2025
MORONOU;162;ASSAHARA ET M'BATTO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;AKA AMANAN VERONIQUE;2 536;27,20%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;73;19 218;5564;202;50;INDEPENDANT;KOFFI DJAH DANIEL;105;1,96%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SALIA BLE SOLANGE;117;2,18%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BONI TANO N'GUESSAN NOELLE MARIE EPOUSE EKPONON;1 337;24,93%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;GP-PAIX;KANGAH AMANI SERGE;174;3,25%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;ZEKRE ZADI CHRIST-YVAN;1 597;29,78%;ELU;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DOGUI MARIE-NOELLE;1 256;23,42%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;KOUADIO KONAN CALVIN;57;1,06%;;2025
NAWA;148;DABOUYO ET GUEYO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;BLE SAILLY FELIX;669;12,48%;;2025
NAWA;149;BUYO ET DAPEOUA, COMMUNES ET SOUS-PREFECTURES;115;27 640;6852;323;99;RHDP;UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE;2 911;44,59%;;2025
NAWA;149;BUYO ET DAPEOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;3 448;52,81%;ELU;2025
NAWA;149;BUYO ET DAPEOUA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;POUR LE DEVELOPPEMENT DE BUYO, JE VOTE UTILE;71;1,09%;;2025
NAWA;150;GNAMANGUI, MEAGUI ET OUPOYO, COMMUNES ET SOUS- PREFECTURES;214;57 090;12968;671;136;INDEPENDANT;ENSEMBLE POUR MEAGUI;2 286;18,59%;;2025
NAWA;150;GNAMANGUI, MEAGUI ET OUPOYO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;UNE CÔTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE;2 877;23,40%;;2025
NAWA;150;GNAMANGUI, MEAGUI ET OUPOYO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;6 881;55,96%;ELU;2025
NAWA;150;GNAMANGUI, MEAGUI ET OUPOYO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;CITOYEN ENGAGE POUR LE PEUPLE;117;0,95%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;70;19 273;6190;244;49;INDEPENDANT;SAYERE MARTIAL OUPOH;1 006;16,92%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;SAHIFO ALIGBA ARNAUD;432;7,27%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;DJEDJE MADOU JOEL;199;3,35%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;RHDP;ZAKO OUPO ESAIE;1 559;26,22%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;DOBO RENAUD MARCEL ANDREA;171;2,88%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;SERI HORTENSE EMMA;619;10,41%;;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;PDCI-RDA;GOBO YOKORE BERNARD;1 886;31,72%;ELU;2025
NAWA;151;GRAND-ZATIRY, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;SERY KOBOU FABRICE;25;0,42%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;145;34 787;9285;409;117;INDEPENDANT;KOUADIO GBOGBO ERIC;430;4,84%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;KONE DOSSOGUI;3 130;35,26%;ELU;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BONI N'GUESSAN PLACIDE -STEPHANE;165;1,86%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;GBAHI DJOUA LUC;1 211;13,64%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ADOU LANDRY JEAN-FRANCOIS;182;2,05%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;KOUADIA BEDI NOEL-OLIVIER;2 457;27,68%;;2025
NAWA;152;LILIYO ET OKROUYO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ZADI ZADI PATRICK ANDERSON;1 184;13,34%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;160;53 618;9246;301;79;INDEPENDANT;COULIBALY SEKOU;706;7,89%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;ZIRIGNON SEKOU LIGNON;1 341;14,99%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KOFFI KOUADIO OBED;87;0,97%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KOUADIO KONAN KANH JULIEN;20;0,22%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;RHDP;SANGARE MOUSSA;4 103;45,87%;ELU;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KONE MAMADOU;85;0,95%;;2025
NAWA;153;SOUBRE, COMMUNES ET SOUS-PREFECTURE;;;;;;PDCI-RDA;DABA DAGNOGO;2 524;28,22%;;2025
N'ZI;155;BENGASSOU, BOCANDA, KOUADIOBLEKRO ET N'ZECREZESSOU, COMMUNES ET SOUS-PREFECTURES;157;44 988;18242;791;252;INDEPENDANT;BOCANDA CEST CHEZ NOUS;2 548;14,60%;;2025
N'ZI;155;BENGASSOU, BOCANDA, KOUADIOBLEKRO ET N'ZECREZESSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;GENERATION UNIE ET SOLIDAIRE;752;4,31%;;2025
N'ZI;155;BENGASSOU, BOCANDA, KOUADIOBLEKRO ET N'ZECREZESSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;CNDCI;COHESION-JUSTICE-DEVELOPPEMENT;404;2,32%;;2025
N'ZI;155;BENGASSOU, BOCANDA, KOUADIOBLEKRO ET N'ZECREZESSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;UNE CÔTE DIVOIRE EN PAIX, PROSPÈRE ET SOLIDAIRE;5 608;32,14%;;2025
N'ZI;155;BENGASSOU, BOCANDA, KOUADIOBLEKRO ET N'ZECREZESSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;7 887;45,20%;ELU;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;46;13 333;5319;227;70;INDEPENDANT;KOUAKOU KOUADIO JOSEPH;1 128;22,15%;;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;;;;;;INDEPENDANT;KOFFI AMANI FERDINAND;256;5,03%;;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;;;;;;RHDP;KOUASSI KOUAKOU NARCISSE;2 116;41,56%;ELU;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;;;;;;INDEPENDANT;KANGAH KONAN DENIS;35;0,69%;;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;;;;;;INDEPENDANT;YAPO BERTHE TATIANA;227;4,46%;;2025
N'ZI;156;KOUASSI-KOUASSIKRO, COMMUNES ET SOUS- PREFECTURE;;;;;;PDCI-RDA;YAO KOFFI JEAN PAUL;1 260;24,74%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;50;13 202;5902;216;53;INDEPENDANT;N'GUESSAN JOLIANE CLAIRE EPOUSE KOUAKOU;117;2,06%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KOFFI EUGENE;1 838;32,33%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ALLOU CHRISTOPHE N'GORAN;1 304;22,93%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;;;;;;PIA/CODE;KOUADIO KOUASSI MARIUS;35;0,62%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUAME KOUADIO GERARD;161;2,83%;;2025
N'ZI;159;ABIGUI, DIANGOKRO ET NOFOU, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;LANGUI KOUADIO MARC;2 178;38,30%;ELU;2025
N'ZI;160;DIMBOKRO, COMMUNE ET SOUS-PREFECTURE;99;36 237;10564;401;64;INDEPENDANT;NZI YANN-GABRIEL DIBY;405;3,99%;;2025
N'ZI;160;DIMBOKRO, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;DJAHA JEAN PARNELL;157;1,54%;;2025
N'ZI;160;DIMBOKRO, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;AKA AKESSE KOUADIO VINCENT;231;2,27%;;2025
N'ZI;160;DIMBOKRO, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;COULIBALY ADAMA;6 793;66,84%;ELU;2025
N'ZI;160;DIMBOKRO, COMMUNE ET SOUS-PREFECTURE;;;;;;PDCI-RDA;KONAN KOUAKOU RENE;2 513;24,73%;;2025
